key,fare_amount
2014-06-14 13:39:00.000000151,8.296307
2014-06-14 13:39:00.00000016,9.012997
2014-06-14 13:39:00.00000062,11.377144
2014-06-14 13:39:00.000000191,8.187616
2014-06-14 13:39:00.00000034,9.066257
2014-06-14 13:39:00.000000160,8.322926
2014-06-14 13:39:00.00000013,7.662445
2014-06-14 13:39:00.000000188,7.9466968
2014-06-14 13:39:00.00000086,9.354527
2014-06-14 13:39:00.000000185,10.91525
2014-06-14 13:39:00.00000074,10.125029
2014-06-14 13:39:00.00000022,19.025486
2014-06-14 13:39:00.00000036,7.7238116
2014-06-14 13:39:00.000000126,7.2016726
2014-06-14 13:39:00.000000190,7.6195226
2014-06-14 13:39:00.00000042,8.096884
2014-06-14 13:39:00.000000178,8.677846
2014-06-14 13:39:00.000000163,7.6420245
2014-06-14 13:39:00.00000020,9.806426
2014-06-14 13:39:00.00000098,8.17001
2014-06-14 13:39:00.000000114,20.221827
2014-06-14 13:39:00.00000045,8.633536
2014-06-14 13:39:00.00000094,7.5286465
2014-06-14 13:39:00.000000146,12.30256
2014-06-14 13:39:00.00000033,9.016036
2014-06-14 13:39:00.000000143,8.014454
2014-06-14 13:39:00.000000107,8.032825
2014-06-14 13:39:00.00000048,9.638708
2014-06-14 13:39:00.00000043,12.068722
2014-06-14 13:39:00.000000123,9.111004
2014-06-14 13:39:00.000000134,8.252062
2014-06-14 13:39:00.000000142,8.458851
2014-06-14 13:39:00.000000122,10.814647
2014-06-14 13:39:00.000000176,9.001565
2011-12-12 09:42:12.0000004,6.5324726
2011-12-12 09:42:12.0000002,5.922544
2011-12-12 09:42:12.0000001,10.149039
2011-12-12 09:42:12.0000003,6.060971
2011-12-12 09:42:12.0000005,7.9461327
2013-06-27 00:20:40.0000001,15.836694
2013-06-27 00:20:40.0000003,10.165069
2009-02-20 13:34:16.0000001,6.8837357
2009-02-20 13:34:16.0000002,11.196967
2009-02-20 13:34:16.0000003,6.469327
2010-08-22 21:14:08.0000001,27.453146
2010-08-22 21:14:08.0000005,17.134203
2010-08-22 21:14:08.0000003,5.9645133
2010-08-22 21:14:08.0000002,8.149144
2012-08-06 08:58:08.0000002,6.4018183
2012-08-06 08:58:08.0000001,19.996248
2013-11-04 08:34:12.0000003,7.1193733
2013-11-04 08:34:12.0000001,8.936391
2013-11-04 08:34:12.0000002,9.461427
2011-06-24 20:34:48.0000002,7.827944
2011-06-24 20:34:48.0000001,19.341986
2011-03-28 20:38:36.0000003,5.5181394
2011-03-28 20:38:36.0000004,5.705629
2011-03-28 20:38:36.0000002,6.7650895
2011-08-14 20:36:28.0000004,6.2402315
2011-08-14 20:36:28.0000001,6.7766714
2011-08-14 20:36:28.0000003,21.620037
2011-08-14 20:36:28.0000002,6.6752973
2015-02-21 15:52:44.0000004,18.492437
2015-02-21 15:52:44.0000003,9.321928
2015-02-21 15:52:44.0000002,14.142643
2015-02-21 15:52:44.0000001,9.460614
2013-01-29 11:29:52.0000001,8.788064
2014-09-12 19:03:48.0000001,9.48056
2013-11-09 18:52:40.0000004,10.715544
2013-11-09 18:52:40.0000002,11.605632
2013-04-25 16:10:04.0000001,50.63418
2013-04-25 16:10:04.0000002,9.111319
2013-09-07 14:37:52.0000001,8.216133
2013-09-07 14:37:52.0000002,9.088393
2013-09-07 14:37:52.0000003,7.326826
2011-05-21 13:16:20.0000004,6.4707017
2011-05-21 13:16:20.0000001,6.5492578
2011-05-21 13:16:20.0000003,8.312805
2011-11-25 16:36:24.0000002,7.6242394
2011-11-25 16:36:24.0000001,10.155381
2015-01-31 20:54:04.0000001,7.422823
2010-11-01 23:31:28.0000002,5.9833875
2010-11-01 23:31:28.0000001,7.167136
2010-11-01 23:31:28.0000003,9.305661
2011-03-24 15:57:04.0000003,6.5470285
2011-03-24 15:57:04.0000001,7.873204
2010-05-10 10:37:04.0000005,6.151118
2010-05-10 10:37:04.0000002,6.0066347
2010-05-10 10:37:04.0000003,6.219933
2010-05-10 10:37:04.0000006,7.5358896
2012-06-09 16:53:44.0000002,8.097775
2012-08-22 22:39:20.0000003,19.132017
2012-08-22 22:39:20.0000001,6.5857296
2012-12-23 02:29:16.0000001,14.15027
2012-06-30 15:55:12.0000004,12.791825
2012-06-30 15:55:12.0000002,7.524091
2012-06-30 15:55:12.0000003,12.156728
2012-06-30 15:55:12.0000001,7.281916
2011-10-02 23:36:00.00000056,11.639698
2011-10-02 23:36:00.00000086,12.727383
2011-10-02 23:36:00.00000081,14.873433
2011-10-02 23:36:00.0000009,6.203472
2011-10-02 23:36:00.00000041,14.10324
2011-10-02 23:36:00.00000091,5.1958995
2011-10-02 23:36:00.0000008,10.73666
2011-10-02 23:36:00.00000015,26.078287
2011-10-02 23:36:00.00000014,9.124543
2011-10-02 23:36:00.00000047,8.172917
2011-10-02 23:36:00.00000076,6.683897
2011-10-02 23:36:00.00000011,7.678412
2011-10-02 23:36:00.00000075,5.629016
2011-10-02 23:36:00.00000035,7.0866203
2011-10-02 23:36:00.00000099,11.518516
2011-10-02 23:36:00.00000062,8.017966
2011-10-02 23:36:00.00000085,7.347103
2011-10-02 23:36:00.00000043,19.031479
2011-10-02 23:36:00.00000071,8.974167
2011-10-02 23:36:00.00000023,6.225924
2011-10-02 23:36:00.00000092,6.828154
2011-10-02 23:36:00.00000037,9.083216
2011-10-02 23:36:00.00000083,10.518777
2011-10-02 23:36:00.00000054,10.660712
2011-10-02 23:36:00.00000073,9.488836
2011-10-02 23:36:00.0000005,6.9074287
2011-10-02 23:36:00.00000095,6.396728
2011-10-02 23:36:00.00000088,9.137558
2011-10-02 23:36:00.00000030,7.740132
2011-10-02 23:36:00.0000007,11.492632
2011-10-02 23:36:00.00000013,8.792785
2011-10-02 23:36:00.00000065,25.331972
2011-10-02 23:36:00.00000089,50.47518
2011-10-02 23:36:00.00000096,7.3274593
2011-10-02 23:36:00.00000039,8.529669
2011-10-02 23:36:00.00000038,22.87396
2011-10-02 23:36:00.00000067,16.82291
2011-10-02 23:36:00.00000077,8.886003
2011-10-02 23:36:00.00000020,10.015649
2011-10-02 23:36:00.00000063,15.240874
2011-10-02 23:36:00.00000012,7.8435583
2011-10-02 23:36:00.00000058,17.45712
2011-10-02 23:36:00.00000026,8.657095
2011-10-02 23:36:00.00000074,16.870718
2011-10-02 23:36:00.00000059,82.602036
2011-10-02 23:36:00.00000090,13.950436
2011-10-02 23:36:00.0000004,29.402103
2011-10-02 23:36:00.0000003,16.483078
2011-10-02 23:36:00.00000021,13.95154
2011-10-02 23:36:00.00000097,8.168836
2011-10-02 23:36:00.00000036,15.967985
2011-10-02 23:36:00.00000024,22.354925
2011-10-02 23:36:00.00000082,47.891506
2011-10-02 23:36:00.000000100,6.1622777
2011-10-02 23:36:00.00000040,5.802151
2011-10-02 23:36:00.00000022,5.865617
2013-03-21 12:47:28.0000006,10.86339
2013-03-21 12:47:28.0000008,11.546431
2013-03-21 12:47:28.0000003,10.755325
2013-03-21 12:47:28.0000005,7.78917
2013-03-21 12:47:28.0000002,8.583167
2013-06-07 03:02:56.0000002,16.700695
2013-06-07 03:02:56.0000001,6.9569945
2010-09-05 22:31:32.0000002,53.108738
2013-07-12 23:33:24.0000001,9.480836
2009-12-03 02:32:08.0000001,22.042854
2009-10-15 03:50:36.0000001,6.5875406
2011-09-25 22:36:32.0000002,30.77857
2011-09-25 22:36:32.0000001,10.3063345
2015-06-08 20:02:56.0000001,10.3624
2014-07-16 08:03:32.0000002,10.820351
2014-07-16 08:03:32.0000001,9.548001
2011-12-15 13:14:32.0000002,8.208178
2011-12-15 13:14:32.0000001,6.948178
2011-10-11 22:13:48.0000002,14.243031
2011-10-11 22:13:48.0000005,10.667395
2011-10-11 22:13:48.0000003,7.060525
2013-09-14 16:53:20.0000001,8.786455
2013-09-14 16:53:20.0000002,9.906284
2014-02-06 09:09:56.0000004,7.847959
2014-02-06 09:09:56.0000003,8.660627
2014-02-06 09:09:56.0000001,7.790594
2009-06-10 16:55:00.00000081,31.065096
2009-06-10 16:55:00.00000029,6.7409935
2009-06-10 16:55:00.000000109,7.241985
2009-06-10 16:55:00.00000098,46.625694
2009-06-10 16:55:00.00000054,10.670577
2009-06-10 16:55:00.00000021,33.4819
2009-06-10 16:55:00.00000012,5.91514
2009-06-10 16:55:00.00000033,6.447165
2009-06-10 16:55:00.00000024,7.5633516
2009-06-10 16:55:00.00000099,8.251337
2009-06-10 16:55:00.0000009,6.9701214
2009-06-10 16:55:00.000000158,6.2298913
2009-06-10 16:55:00.000000141,6.3854647
2009-06-10 16:55:00.00000093,6.566822
2009-06-10 16:55:00.000000161,8.885915
2009-06-10 16:55:00.00000088,6.5394216
2009-06-10 16:55:00.0000003,7.9257784
2009-06-10 16:55:00.00000018,6.164409
2009-06-10 16:55:00.00000047,6.509792
2009-06-10 16:55:00.000000154,9.508789
2009-06-10 16:55:00.000000131,6.4719048
2009-06-10 16:55:00.00000046,9.985952
2009-06-10 16:55:00.0000004,6.573955
2009-06-10 16:55:00.000000107,6.537407
2009-06-10 16:55:00.000000114,7.158997
2009-06-10 16:55:00.000000117,6.9748864
2009-06-10 16:55:00.000000162,8.537027
2009-06-10 16:55:00.00000049,9.616486
2009-06-10 16:55:00.00000069,7.535069
2009-06-10 16:55:00.000000111,7.772807
2009-06-10 16:55:00.00000083,5.6219745
2009-06-10 16:55:00.000000166,54.82102
2009-06-10 16:55:00.000000135,9.666122
2009-06-10 16:55:00.00000044,30.33416
2009-06-10 16:55:00.00000085,7.526922
2009-06-10 16:55:00.000000115,6.543693
2009-06-10 16:55:00.000000108,5.804358
2009-06-10 16:55:00.00000034,6.8223414
2009-06-10 16:55:00.00000060,13.213161
2009-06-10 16:55:00.000000120,6.533592
2009-06-10 16:55:00.000000174,29.638578
2009-06-10 16:55:00.0000007,7.1597705
2009-06-10 16:55:00.000000159,6.575695
2009-06-10 16:55:00.000000171,22.34781
2009-06-10 16:55:00.000000145,10.57705
2009-06-10 16:55:00.00000074,7.3810205
2009-06-10 16:55:00.000000138,11.531987
2009-06-10 16:55:00.00000048,6.673889
2009-06-10 16:55:00.000000101,6.5746017
2009-06-10 16:55:00.000000153,5.9038324
2009-06-10 16:55:00.0000002,12.803484
2009-06-10 16:55:00.00000037,6.8987885
2009-06-10 16:55:00.000000151,7.7101564
2009-06-10 16:55:00.000000127,24.085638
2009-06-10 16:55:00.000000144,31.8756
2009-06-10 16:55:00.000000165,12.255224
2009-06-10 16:55:00.0000008,6.4381127
2009-06-10 16:55:00.000000122,7.339361
2009-06-10 16:55:00.00000055,26.871386
2009-06-10 16:55:00.00000079,6.0816345
2009-06-10 16:55:00.00000016,16.66037
2009-06-10 16:55:00.000000160,17.533607
2009-06-10 16:55:00.000000139,5.9019465
2009-06-10 16:55:00.00000075,6.6064277
2009-06-10 16:55:00.00000017,7.4085073
2009-06-10 16:55:00.00000070,6.893088
2009-06-10 16:55:00.000000118,9.43959
2009-06-10 16:55:00.00000066,7.952817
2009-06-10 16:55:00.000000164,5.755538
2009-06-10 16:55:00.000000100,8.587848
2009-06-10 16:55:00.00000082,7.700215
2009-06-10 16:55:00.00000090,11.722008
2009-06-10 16:55:00.000000125,10.496791
2009-06-10 16:55:00.000000149,5.906652
2009-06-10 16:55:00.00000068,10.663048
2009-06-10 16:55:00.00000039,6.7634788
2009-06-10 16:55:00.000000124,6.299636
2009-06-10 16:55:00.00000053,6.173021
2009-06-10 16:55:00.00000045,5.4702816
2009-06-10 16:55:00.000000102,5.9488254
2009-06-10 16:55:00.000000140,6.476128
2009-06-10 16:55:00.000000148,7.7072415
2009-06-10 16:55:00.000000147,6.7348733
2009-06-10 16:55:00.00000097,7.340033
2009-06-10 16:55:00.00000094,6.2356553
2009-06-10 16:55:00.00000078,7.1023965
2009-06-10 16:55:00.00000035,6.388771
2009-06-10 16:55:00.00000072,7.501185
2009-06-10 16:55:00.00000031,5.9262657
2009-06-10 16:55:00.00000056,7.346785
2009-06-10 16:55:00.000000128,19.116869
2009-06-10 16:55:00.00000057,6.5954065
2009-06-10 16:55:00.00000030,6.809813
2009-06-10 16:55:00.00000043,7.3763695
2009-06-10 16:55:00.000000146,6.3498616
2009-06-10 16:55:00.00000010,7.3588014
2009-06-10 16:55:00.00000067,9.518727
2009-06-10 16:55:00.000000119,6.3746314
2009-06-10 16:55:00.00000076,14.533
2009-06-10 16:55:00.00000025,7.0456896
2009-06-10 16:55:00.00000071,17.941282
2009-06-10 16:55:00.000000143,7.6941767
2013-06-26 11:19:36.0000002,8.180925
2014-09-05 10:02:48.0000004,7.6456313
2014-09-05 10:02:48.0000002,9.27773
2014-09-05 10:02:48.0000001,26.644938
2014-09-05 10:02:48.0000003,8.754642
2012-09-19 12:31:40.0000001,8.918226
2012-09-19 12:31:40.0000002,7.7226424
2009-03-22 04:31:40.0000002,18.55809
2009-08-27 02:31:44.0000001,20.300592
2009-05-02 20:11:32.0000001,9.429593
2009-05-02 20:11:32.0000004,8.92016
2011-02-20 02:31:16.0000002,5.554493
2011-02-20 02:31:16.0000001,21.314535
2011-06-24 12:03:00.00000010,6.602579
2011-06-24 12:03:00.00000067,11.024365
2011-06-24 12:03:00.00000071,11.180297
2011-06-24 12:03:00.000000100,6.593489
2011-06-24 12:03:00.000000145,6.3483615
2011-06-24 12:03:00.000000152,8.460157
2011-06-24 12:03:00.00000026,10.925582
2011-06-24 12:03:00.000000199,6.399814
2011-06-24 12:03:00.000000195,5.0539556
2011-06-24 12:03:00.000000119,6.6150537
2011-06-24 12:03:00.00000086,5.717192
2011-06-24 12:03:00.00000012,7.389454
2011-06-24 12:03:00.00000097,11.469255
2011-06-24 12:03:00.00000058,6.309046
2011-06-24 12:03:00.000000176,6.2745943
2011-06-24 12:03:00.000000139,6.0022454
2011-06-24 12:03:00.00000048,7.455576
2011-06-24 12:03:00.000000159,6.6839986
2011-06-24 12:03:00.00000079,6.652717
2011-06-24 12:03:00.000000138,5.9125934
2011-06-24 12:03:00.000000135,10.007383
2011-06-24 12:03:00.000000173,6.491362
2011-06-24 12:03:00.000000162,10.028632
2011-06-24 12:03:00.00000018,8.82332
2011-06-24 12:03:00.000000136,6.9303603
2011-06-24 12:03:00.000000185,7.2043076
2011-06-24 12:03:00.00000069,6.9312086
2011-06-24 12:03:00.000000105,7.1658688
2011-06-24 12:03:00.000000180,6.486452
2011-06-24 12:03:00.00000053,9.716068
2011-06-24 12:03:00.000000142,7.0718994
2011-06-24 12:03:00.000000188,8.26021
2011-06-24 12:03:00.00000089,6.1219487
2011-06-24 12:03:00.000000109,7.0827217
2011-06-24 12:03:00.00000074,7.0933347
2011-06-24 12:03:00.000000113,10.182657
2011-06-24 12:03:00.00000044,6.4172406
2011-06-24 12:03:00.000000183,5.8498693
2011-06-24 12:03:00.00000047,6.1865945
2011-06-24 12:03:00.0000006,9.560606
2011-06-24 12:03:00.0000005,7.6619573
2011-06-24 12:03:00.000000200,9.781958
2011-06-24 12:03:00.000000127,7.479507
2011-06-24 12:03:00.000000120,9.662467
2011-06-24 12:03:00.000000133,6.1059895
2011-06-24 12:03:00.00000073,7.114629
2011-06-24 12:03:00.000000101,6.8914704
2011-06-24 12:03:00.000000187,9.096222
2011-06-24 12:03:00.000000122,7.5124755
2011-06-24 12:03:00.000000175,6.9967103
2011-06-24 12:03:00.000000154,8.998509
2011-06-24 12:03:00.000000197,7.1708074
2011-06-24 12:03:00.00000017,7.4728794
2011-06-24 12:03:00.000000186,8.391782
2011-06-24 12:03:00.00000020,9.62039
2011-06-24 12:03:00.00000035,8.77845
2011-06-24 12:03:00.000000193,7.2666554
2011-06-24 12:03:00.000000201,8.168169
2011-06-24 12:03:00.00000054,25.267635
2011-06-24 12:03:00.00000075,6.9303603
2011-06-24 12:03:00.000000114,7.6323466
2011-06-24 12:03:00.00000062,24.21857
2011-06-24 12:03:00.00000055,28.374275
2011-06-24 12:03:00.00000025,6.674523
2011-06-24 12:03:00.00000022,6.7923284
2011-06-24 12:03:00.000000144,8.843823
2011-06-24 12:03:00.000000177,6.4614735
2011-06-24 12:03:00.000000124,6.5612817
2011-06-24 12:03:00.00000094,6.794924
2011-06-24 12:03:00.00000041,7.688317
2011-06-24 12:03:00.000000141,6.7714386
2011-06-24 12:03:00.00000092,7.723072
2011-06-24 12:03:00.000000189,18.462666
2011-06-24 12:03:00.000000171,10.361379
2011-06-24 12:03:00.000000157,6.949245
2011-06-24 12:03:00.000000179,7.2571836
2011-06-24 12:03:00.000000107,10.781171
2011-06-24 12:03:00.00000095,17.93436
2011-06-24 12:03:00.00000076,13.031554
2011-06-24 12:03:00.000000156,6.3854165
2011-06-24 12:03:00.000000111,30.866177
2011-06-24 12:03:00.000000116,7.3908753
2011-06-24 12:03:00.00000033,8.7018
2011-06-24 12:03:00.00000082,6.2314777
2011-06-24 12:03:00.00000078,5.3824887
2011-06-24 12:03:00.00000051,5.8993573
2011-06-24 12:03:00.000000143,8.628831
2011-06-24 12:03:00.000000126,11.924325
2011-06-24 12:03:00.00000088,8.531643
2011-06-24 12:03:00.000000191,16.748337
2011-06-24 12:03:00.00000063,12.610306
2011-06-24 12:03:00.00000045,13.70845
2011-06-24 12:03:00.00000060,6.9920177
2011-06-24 12:03:00.00000040,29.152147
2011-06-24 12:03:00.00000057,7.191994
2011-06-24 12:03:00.00000013,6.90717
2011-06-24 12:03:00.00000068,32.685303
2011-06-24 12:03:00.000000165,5.9956346
2011-06-24 12:03:00.00000056,6.7941985
2011-06-24 12:03:00.000000150,7.5680566
2011-06-24 12:03:00.00000052,6.8471713
2011-06-24 12:03:00.00000085,46.686096
2011-06-24 12:03:00.000000190,7.202724
2011-06-24 12:03:00.00000072,6.117624
2011-06-24 12:03:00.000000137,6.471655
2011-06-24 12:03:00.000000102,6.759635
2011-06-24 12:03:00.000000106,6.877119
2011-06-24 12:03:00.000000118,5.8156996
2011-06-24 12:03:00.00000046,12.496398
2011-06-24 12:03:00.000000110,11.773022
2011-06-24 12:03:00.000000181,6.7690196
2011-06-24 12:03:00.000000194,6.8329434
2011-06-24 12:03:00.00000061,6.394706
2011-06-24 12:03:00.0000001,9.813074
2011-06-24 12:03:00.00000087,8.354857
2011-06-24 12:03:00.00000066,6.354677
2011-06-24 12:03:00.000000146,6.290815
2011-06-24 12:03:00.000000149,51.1885
2011-06-24 12:03:00.00000038,8.724164
2011-06-24 12:03:00.000000196,7.912886
2011-06-24 12:03:00.00000093,7.489445
2011-06-24 12:03:00.000000170,6.728884
2011-06-24 12:03:00.000000168,7.825701
2011-06-24 12:03:00.0000002,11.550797
2011-06-24 12:03:00.00000042,12.510428
2014-06-15 07:06:00.0000006,6.5973973
2014-06-15 07:06:00.00000037,8.881688
2014-06-15 07:06:00.00000025,6.4362655
2014-06-15 07:06:00.0000008,10.163834
2014-06-15 07:06:00.00000036,47.422817
2014-06-15 07:06:00.00000042,23.07638
2014-06-15 07:06:00.00000033,6.9105124
2014-06-15 07:06:00.00000013,7.066334
2014-06-15 07:06:00.00000035,56.501175
2014-06-15 07:06:00.00000030,9.327462
2014-06-15 07:06:00.00000024,7.220998
2014-06-15 07:06:00.00000031,8.836357
2014-06-15 07:06:00.0000009,12.301616
2014-06-15 07:06:00.00000039,50.17215
2014-06-15 07:06:00.00000010,7.463357
2014-06-15 07:06:00.00000019,14.268926
2014-06-15 07:06:00.00000041,8.758481
2014-06-15 07:06:00.00000028,16.089745
2014-06-15 07:06:00.00000014,46.892605
2014-06-15 07:06:00.0000003,13.11983
2014-06-15 07:06:00.00000017,57.65247
2014-06-15 07:06:00.00000015,17.859598
2014-06-15 07:06:00.00000026,7.595562
2014-06-15 07:06:00.0000002,13.054394
2014-06-15 07:06:00.00000040,6.1237636
2014-06-15 07:06:00.00000016,7.14307
2014-06-06 16:22:20.0000003,8.724142
2014-06-06 16:22:20.0000002,8.9716835
2015-05-30 21:29:04.0000004,12.535295
2015-05-30 21:29:04.0000007,18.335106
2015-05-30 21:29:04.0000003,10.919403
2015-05-30 21:29:04.0000001,8.2710085
2009-10-26 12:01:36.0000001,9.001792
2009-10-26 12:01:36.0000002,7.8895698
2009-10-26 12:01:36.0000005,6.680385
2009-10-26 12:01:36.0000003,7.7322054
2013-02-02 15:45:08.0000003,8.991258
2013-02-02 15:45:08.0000001,12.089134
2013-02-02 15:45:08.0000002,11.010111
2015-04-15 06:47:04.0000001,7.7789245
2015-04-15 06:47:04.0000002,10.005981
2010-12-14 23:27:36.0000001,5.858405
2009-03-05 11:03:04.0000002,6.200163
2009-03-05 11:03:04.0000001,13.849274
2013-07-18 12:23:40.0000003,8.326921
2013-07-18 12:23:40.0000002,8.378359
2013-07-18 12:23:40.0000001,9.384731
2014-04-14 13:48:32.0000004,8.93959
2014-04-14 13:48:32.0000003,8.1532
2014-08-18 05:33:08.0000001,6.784884
2012-01-28 03:14:28.0000001,29.178955
2009-09-14 02:19:00.00000014,10.602075
2009-09-14 02:19:00.00000035,9.559677
2009-09-14 02:19:00.00000040,5.4265885
2009-09-14 02:19:00.00000031,5.6792874
2009-09-14 02:19:00.0000003,4.981517
2009-09-14 02:19:00.00000025,8.470308
2009-09-14 02:19:00.0000008,6.975848
2009-09-14 02:19:00.00000024,8.7954
2009-09-14 02:19:00.00000021,15.108953
2009-09-14 02:19:00.00000036,10.334924
2009-09-14 02:19:00.0000009,74.41285
2009-09-14 02:19:00.0000001,7.2308846
2009-09-14 02:19:00.00000018,5.09098
2009-09-14 02:19:00.00000039,7.7131443
2009-09-14 02:19:00.0000002,11.741701
2009-09-14 02:19:00.00000038,8.897717
2009-09-14 02:19:00.00000020,19.341421
2009-09-14 02:19:00.00000028,7.5909166
2009-09-14 02:19:00.00000026,23.007105
2009-09-14 02:19:00.00000017,6.8164554
2009-09-14 02:19:00.00000030,5.7616644
2009-09-14 02:19:00.00000016,6.190746
2009-09-14 02:19:00.0000006,5.943919
2009-09-14 02:19:00.0000007,7.6509643
2011-08-14 14:17:28.0000003,6.8619847
2011-08-14 14:17:28.0000001,5.5120597
2011-08-14 14:17:28.0000004,5.3412805
2011-08-14 14:17:28.0000002,6.954974
2011-08-14 14:17:28.0000005,13.182525
2014-03-17 16:07:56.0000002,59.20631
2010-11-03 21:09:56.0000002,6.558799
2010-11-03 21:09:56.0000001,9.814034
2012-12-11 23:37:08.0000002,8.880685
2012-12-11 23:37:08.0000005,9.385061
2012-12-11 23:37:08.0000004,8.133576
2012-12-11 23:37:08.0000006,9.693486
2012-12-11 23:37:08.0000003,7.3788204
2012-12-11 23:37:08.0000001,15.685513
2015-06-24 14:19:52.0000001,11.493099
